date,municipio,geo_code,geo_level,dormidas
2023-10-01,Seixal,1701510,Município,5975
2023-11-01,Seixal,1701510,Município,4571
2023-12-01,Seixal,1701510,Município,4008
2024-01-01,Seixal,1701510,Município,3915
2024-02-01,Seixal,1701510,Município,4463
2024-03-01,Seixal,1701510,Município,5141
2024-04-01,Seixal,1701510,Município,5220
2024-05-01,Seixal,1701510,Município,6010
2024-06-01,Seixal,1701510,Município,6059
2024-07-01,Seixal,1701510,Município,6474
2024-08-01,Seixal,1701510,Município,7834
2024-09-01,Seixal,1701510,Município,6350
2024-10-01,Seixal,1701510,Município,6304
2024-11-01,Seixal,1701510,Município,5217
2024-12-01,Seixal,1701510,Município,4876
2025-01-01,Seixal,1701510,Município,4311
2025-02-01,Seixal,1701510,Município,4211
2025-03-01,Seixal,1701510,Município,5101
2025-04-01,Seixal,1701510,Município,5573
2025-05-01,Seixal,1701510,Município,6812
2025-06-01,Seixal,1701510,Município,7117
2025-07-01,Seixal,1701510,Município,7184
2025-08-01,Seixal,1701510,Município,8855
2025-09-01,Seixal,1701510,Município,6775
2025-10-01,Seixal,1701510,Município,6091
2025-11-01,Seixal,1701510,Município,4745
2025-12-01,Seixal,1701510,Município,4859
2026-02-01,Seixal,1701510,Município,4142
2020-01-01,Sesimbra,1701511,Município,7411
2020-02-01,Sesimbra,1701511,Município,10478
2020-03-01,Sesimbra,1701511,Município,3785
2020-06-01,Sesimbra,1701511,Município,7684
2020-07-01,Sesimbra,1701511,Município,15994
2020-08-01,Sesimbra,1701511,Município,26343
2020-09-01,Sesimbra,1701511,Município,17415
2020-10-01,Sesimbra,1701511,Município,8660
2020-11-01,Sesimbra,1701511,Município,2379
2020-12-01,Sesimbra,1701511,Município,3705
2021-01-01,Sesimbra,1701511,Município,1801
2021-02-01,Sesimbra,1701511,Município,810
2021-03-01,Sesimbra,1701511,Município,1074
2021-04-01,Sesimbra,1701511,Município,3293
2021-05-01,Sesimbra,1701511,Município,8806
2021-06-01,Sesimbra,1701511,Município,14363
2021-07-01,Sesimbra,1701511,Município,18133
2021-08-01,Sesimbra,1701511,Município,33152
2021-09-01,Sesimbra,1701511,Município,21944
2021-10-01,Sesimbra,1701511,Município,17811
2021-11-01,Sesimbra,1701511,Município,9045
2021-12-01,Sesimbra,1701511,Município,6505
2022-01-01,Sesimbra,1701511,Município,4660
2022-02-01,Sesimbra,1701511,Município,8787
2022-03-01,Sesimbra,1701511,Município,8578
2022-04-01,Sesimbra,1701511,Município,17893
2022-05-01,Sesimbra,1701511,Município,19489
2022-06-01,Sesimbra,1701511,Município,26736
2022-07-01,Sesimbra,1701511,Município,37245
2022-08-01,Sesimbra,1701511,Município,41799
2022-09-01,Sesimbra,1701511,Município,27723
2022-10-01,Sesimbra,1701511,Município,20676
2022-11-01,Sesimbra,1701511,Município,9243
2022-12-01,Sesimbra,1701511,Município,9785
2023-01-01,Sesimbra,1701511,Município,7298
2023-02-01,Sesimbra,1701511,Município,10535
2023-03-01,Sesimbra,1701511,Município,13193
2023-04-01,Sesimbra,1701511,Município,22546
2023-05-01,Sesimbra,1701511,Município,19831
2023-06-01,Sesimbra,1701511,Município,25349
2023-07-01,Sesimbra,1701511,Município,35108
2023-08-01,Sesimbra,1701511,Município,39889
2023-09-01,Sesimbra,1701511,Município,28557
2023-10-01,Sesimbra,1701511,Município,21700
2023-11-01,Sesimbra,1701511,Município,8858
2023-12-01,Sesimbra,1701511,Município,9837
2024-01-01,Sesimbra,1701511,Município,6917
2024-02-01,Sesimbra,1701511,Município,11727
2024-03-01,Sesimbra,1701511,Município,15112
2024-04-01,Sesimbra,1701511,Município,18794
2024-05-01,Sesimbra,1701511,Município,25353
2024-06-01,Sesimbra,1701511,Município,29647
2024-07-01,Sesimbra,1701511,Município,35044
2024-08-01,Sesimbra,1701511,Município,41662
2024-09-01,Sesimbra,1701511,Município,30467
2024-10-01,Sesimbra,1701511,Município,24155
2024-11-01,Sesimbra,1701511,Município,15013
2024-12-01,Sesimbra,1701511,Município,12452
2025-01-01,Sesimbra,1701511,Município,10703
2025-02-01,Sesimbra,1701511,Município,11494
2025-03-01,Sesimbra,1701511,Município,17674
2025-04-01,Sesimbra,1701511,Município,19814
2025-05-01,Sesimbra,1701511,Município,25328
2025-06-01,Sesimbra,1701511,Município,31335
2025-07-01,Sesimbra,1701511,Município,37528
2025-08-01,Sesimbra,1701511,Município,42589
2025-09-01,Sesimbra,1701511,Município,29874
2025-10-01,Sesimbra,1701511,Município,23810
2025-11-01,Sesimbra,1701511,Município,13079
2025-12-01,Sesimbra,1701511,Município,10169
2026-01-01,Sesimbra,1701511,Município,8848
2026-02-01,Sesimbra,1701511,Município,11081
2020-01-01,Setúbal,1701512,Município,18593
2020-02-01,Setúbal,1701512,Município,20683
2020-03-01,Setúbal,1701512,Município,10418
2020-04-01,Setúbal,1701512,Município,2401
2020-05-01,Setúbal,1701512,Município,4351
2020-06-01,Setúbal,1701512,Município,9428
2020-07-01,Setúbal,1701512,Município,23712
2020-08-01,Setúbal,1701512,Município,42486
2020-09-01,Setúbal,1701512,Município,23329
2020-10-01,Setúbal,1701512,Município,17254
2020-11-01,Setúbal,1701512,Município,11843
2020-12-01,Setúbal,1701512,Município,8734
2021-01-01,Setúbal,1701512,Município,5956
2021-02-01,Setúbal,1701512,Município,4772
2021-03-01,Setúbal,1701512,Município,6338
2021-04-01,Setúbal,1701512,Município,10976
2021-05-01,Setúbal,1701512,Município,15955
2021-06-01,Setúbal,1701512,Município,24735
2021-07-01,Setúbal,1701512,Município,28396
2021-08-01,Setúbal,1701512,Município,50940
2021-09-01,Setúbal,1701512,Município,33255
2021-10-01,Setúbal,1701512,Município,27015
2021-11-01,Setúbal,1701512,Município,17415
2021-12-01,Setúbal,1701512,Município,13648
2022-01-01,Setúbal,1701512,Município,14256
2022-02-01,Setúbal,1701512,Município,16629
2022-03-01,Setúbal,1701512,Município,18347
2022-04-01,Setúbal,1701512,Município,29155
2022-05-01,Setúbal,1701512,Município,31777
2022-06-01,Setúbal,1701512,Município,35253
2022-07-01,Setúbal,1701512,Município,48070
2022-08-01,Setúbal,1701512,Município,55778
2022-09-01,Setúbal,1701512,Município,41428
2022-10-01,Setúbal,1701512,Município,33812
2022-11-01,Setúbal,1701512,Município,23590
2022-12-01,Setúbal,1701512,Município,20375
2023-01-01,Setúbal,1701512,Município,19952
2023-02-01,Setúbal,1701512,Município,20247
2023-03-01,Setúbal,1701512,Município,28710
2023-04-01,Setúbal,1701512,Município,34457
2023-05-01,Setúbal,1701512,Município,34999
2023-06-01,Setúbal,1701512,Município,34516
2023-07-01,Setúbal,1701512,Município,45906
2023-08-01,Setúbal,1701512,Município,53188
2023-09-01,Setúbal,1701512,Município,42214
2023-10-01,Setúbal,1701512,Município,34103
2023-11-01,Setúbal,1701512,Município,22534
2023-12-01,Setúbal,1701512,Município,23859
2024-01-01,Setúbal,1701512,Município,19337
2024-02-01,Setúbal,1701512,Município,20644
2024-03-01,Setúbal,1701512,Município,30119
2024-04-01,Setúbal,1701512,Município,32272
2024-05-01,Setúbal,1701512,Município,39335
2024-06-01,Setúbal,1701512,Município,39108
2024-07-01,Setúbal,1701512,Município,49055
2024-08-01,Setúbal,1701512,Município,56319
2024-09-01,Setúbal,1701512,Município,44022
2024-10-01,Setúbal,1701512,Município,34932
2024-11-01,Setúbal,1701512,Município,25568
2024-12-01,Setúbal,1701512,Município,20290
2025-01-01,Setúbal,1701512,Município,19598
2025-02-01,Setúbal,1701512,Município,22231
2025-03-01,Setúbal,1701512,Município,30360
2025-04-01,Setúbal,1701512,Município,34326
2025-05-01,Setúbal,1701512,Município,38465
2025-06-01,Setúbal,1701512,Município,40929
2025-07-01,Setúbal,1701512,Município,50258
2025-08-01,Setúbal,1701512,Município,56965
2025-09-01,Setúbal,1701512,Município,46195
2025-10-01,Setúbal,1701512,Município,37783
2025-11-01,Setúbal,1701512,Município,25735
2025-12-01,Setúbal,1701512,Município,22433
2026-01-01,Setúbal,1701512,Município,20094
2026-02-01,Setúbal,1701512,Município,23434
2020-01-01,Sintra,1701111,Município,35693
2020-02-01,Sintra,1701111,Município,37928
2020-03-01,Sintra,1701111,Município,12530
2020-04-01,Sintra,1701111,Município,2642
2020-05-01,Sintra,1701111,Município,5824
2020-06-01,Sintra,1701111,Município,10899
2020-07-01,Sintra,1701111,Município,19502
2020-08-01,Sintra,1701111,Município,36186
2020-09-01,Sintra,1701111,Município,29920
2020-10-01,Sintra,1701111,Município,25638
2020-11-01,Sintra,1701111,Município,13476
2020-12-01,Sintra,1701111,Município,17540
2021-01-01,Sintra,1701111,Município,11341
2021-02-01,Sintra,1701111,Município,8561
2021-03-01,Sintra,1701111,Município,11063
2021-04-01,Sintra,1701111,Município,16537
2021-05-01,Sintra,1701111,Município,26898
2021-06-01,Sintra,1701111,Município,33826
2021-07-01,Sintra,1701111,Município,38257
2021-08-01,Sintra,1701111,Município,67273
2021-09-01,Sintra,1701111,Município,48818
2021-10-01,Sintra,1701111,Município,53696
2021-11-01,Sintra,1701111,Município,40671
2021-12-01,Sintra,1701111,Município,33957
2022-01-01,Sintra,1701111,Município,22468
2022-02-01,Sintra,1701111,Município,32518
2022-03-01,Sintra,1701111,Município,38561
2022-04-01,Sintra,1701111,Município,58550
2022-05-01,Sintra,1701111,Município,59521
2022-06-01,Sintra,1701111,Município,65612
2022-07-01,Sintra,1701111,Município,77425
2022-08-01,Sintra,1701111,Município,82240
2022-09-01,Sintra,1701111,Município,66688
2022-10-01,Sintra,1701111,Município,65900
2022-11-01,Sintra,1701111,Município,44659
2022-12-01,Sintra,1701111,Município,41333
2023-01-01,Sintra,1701111,Município,33865
2023-02-01,Sintra,1701111,Município,37068
2023-03-01,Sintra,1701111,Município,46108
2023-04-01,Sintra,1701111,Município,62500
2023-05-01,Sintra,1701111,Município,63373
2023-06-01,Sintra,1701111,Município,64918
2023-07-01,Sintra,1701111,Município,75216
2023-08-01,Sintra,1701111,Município,84061
2023-09-01,Sintra,1701111,Município,70800
2023-10-01,Sintra,1701111,Município,65838
2023-11-01,Sintra,1701111,Município,45660
2023-12-01,Sintra,1701111,Município,44940
2024-01-01,Sintra,1701111,Município,36197
2024-02-01,Sintra,1701111,Município,39142
2024-03-01,Sintra,1701111,Município,52403
2024-04-01,Sintra,1701111,Município,60889
2024-05-01,Sintra,1701111,Município,71687
2024-06-01,Sintra,1701111,Município,70177
2024-07-01,Sintra,1701111,Município,79729
2024-08-01,Sintra,1701111,Município,86708
2024-09-01,Sintra,1701111,Município,72708
2024-10-01,Sintra,1701111,Município,70291
2024-11-01,Sintra,1701111,Município,50076
2024-12-01,Sintra,1701111,Município,45041
2025-01-01,Sintra,1701111,Município,38166
2025-02-01,Sintra,1701111,Município,40258
2025-03-01,Sintra,1701111,Município,50938
2025-04-01,Sintra,1701111,Município,65812
2025-05-01,Sintra,1701111,Município,72122
2025-06-01,Sintra,1701111,Município,67427
2025-07-01,Sintra,1701111,Município,80698
2025-08-01,Sintra,1701111,Município,90038
2025-09-01,Sintra,1701111,Município,74948
2025-10-01,Sintra,1701111,Município,69799
2025-11-01,Sintra,1701111,Município,51773
2025-12-01,Sintra,1701111,Município,46141
2026-01-01,Sintra,1701111,Município,40963
2026-02-01,Sintra,1701111,Município,42117
2020-01-01,Vila Franca de Xira,1701114,Município,4889
2020-02-01,Vila Franca de Xira,1701114,Município,3771
2020-03-01,Vila Franca de Xira,1701114,Município,2013
2020-04-01,Vila Franca de Xira,1701114,Município,804
2020-05-01,Vila Franca de Xira,1701114,Município,729
2020-06-01,Vila Franca de Xira,1701114,Município,1927
2020-07-01,Vila Franca de Xira,1701114,Município,2877
2020-10-01,Vila Franca de Xira,1701114,Município,3072
2020-11-01,Vila Franca de Xira,1701114,Município,1878
2020-12-01,Vila Franca de Xira,1701114,Município,1574
2021-01-01,Vila Franca de Xira,1701114,Município,2370
2021-03-01,Vila Franca de Xira,1701114,Município,2455
2021-04-01,Vila Franca de Xira,1701114,Município,2523
2021-06-01,Vila Franca de Xira,1701114,Município,2925
2021-07-01,Vila Franca de Xira,1701114,Município,3402
2021-08-01,Vila Franca de Xira,1701114,Município,3711
2021-09-01,Vila Franca de Xira,1701114,Município,3435
2021-10-01,Vila Franca de Xira,1701114,Município,4058
2021-11-01,Vila Franca de Xira,1701114,Município,3616
2021-12-01,Vila Franca de Xira,1701114,Município,2162
2022-01-01,Vila Franca de Xira,1701114,Município,2260
2022-02-01,Vila Franca de Xira,1701114,Município,3176
2022-03-01,Vila Franca de Xira,1701114,Município,4197
2022-04-01,Vila Franca de Xira,1701114,Município,4897
2022-05-01,Vila Franca de Xira,1701114,Município,5487
2022-06-01,Vila Franca de Xira,1701114,Município,5284
2022-07-01,Vila Franca de Xira,1701114,Município,6121
2022-08-01,Vila Franca de Xira,1701114,Município,7244
2022-09-01,Vila Franca de Xira,1701114,Município,6717
2022-10-01,Vila Franca de Xira,1701114,Município,6266
2022-11-01,Vila Franca de Xira,1701114,Município,5865
2022-12-01,Vila Franca de Xira,1701114,Município,4981
2023-01-01,Vila Franca de Xira,1701114,Município,5357
2023-02-01,Vila Franca de Xira,1701114,Município,5197
2023-03-01,Vila Franca de Xira,1701114,Município,6213
2023-04-01,Vila Franca de Xira,1701114,Município,5785
2023-05-01,Vila Franca de Xira,1701114,Município,6814
2023-06-01,Vila Franca de Xira,1701114,Município,6062
2023-07-01,Vila Franca de Xira,1701114,Município,6625
2023-08-01,Vila Franca de Xira,1701114,Município,7116
2023-09-01,Vila Franca de Xira,1701114,Município,6781
2023-10-01,Vila Franca de Xira,1701114,Município,6631
2023-11-01,Vila Franca de Xira,1701114,Município,6166
2023-12-01,Vila Franca de Xira,1701114,Município,4062
2024-01-01,Vila Franca de Xira,1701114,Município,4744
2024-02-01,Vila Franca de Xira,1701114,Município,4777
2024-03-01,Vila Franca de Xira,1701114,Município,5252
2024-04-01,Vila Franca de Xira,1701114,Município,5712
2024-05-01,Vila Franca de Xira,1701114,Município,7302
2024-06-01,Vila Franca de Xira,1701114,Município,6428
2024-07-01,Vila Franca de Xira,1701114,Município,6396
2024-08-01,Vila Franca de Xira,1701114,Município,5785
2024-09-01,Vila Franca de Xira,1701114,Município,6287
2024-10-01,Vila Franca de Xira,1701114,Município,6182
2024-11-01,Vila Franca de Xira,1701114,Município,5267
2024-12-01,Vila Franca de Xira,1701114,Município,3642
2025-01-01,Vila Franca de Xira,1701114,Município,4783
2025-02-01,Vila Franca de Xira,1701114,Município,4466
2025-03-01,Vila Franca de Xira,1701114,Município,6382
2025-04-01,Vila Franca de Xira,1701114,Município,5410
2025-05-01,Vila Franca de Xira,1701114,Município,6636
2025-06-01,Vila Franca de Xira,1701114,Município,6234
2025-07-01,Vila Franca de Xira,1701114,Município,6712
2025-08-01,Vila Franca de Xira,1701114,Município,6935
2025-09-01,Vila Franca de Xira,1701114,Município,8519
2025-10-01,Vila Franca de Xira,1701114,Município,8084
2025-11-01,Vila Franca de Xira,1701114,Município,5350
2025-12-01,Vila Franca de Xira,1701114,Município,4626
2026-01-01,Vila Franca de Xira,1701114,Município,4877
2026-02-01,Vila Franca de Xira,1701114,Município,4889
2020-01-01,Área Metropolitana de Lisboa,170,NUTS-III,1082826
2020-02-01,Área Metropolitana de Lisboa,170,NUTS-III,1113308
2020-03-01,Área Metropolitana de Lisboa,170,NUTS-III,510510
2020-04-01,Área Metropolitana de Lisboa,170,NUTS-III,40771
2020-05-01,Área Metropolitana de Lisboa,170,NUTS-III,66383
2020-06-01,Área Metropolitana de Lisboa,170,NUTS-III,138646
2020-07-01,Área Metropolitana de Lisboa,170,NUTS-III,319160
2020-08-01,Área Metropolitana de Lisboa,170,NUTS-III,628027
2020-09-01,Área Metropolitana de Lisboa,170,NUTS-III,503158
2020-10-01,Área Metropolitana de Lisboa,170,NUTS-III,396225
2020-11-01,Área Metropolitana de Lisboa,170,NUTS-III,215790
2020-12-01,Área Metropolitana de Lisboa,170,NUTS-III,239550
2021-01-01,Área Metropolitana de Lisboa,170,NUTS-III,186812
2021-02-01,Área Metropolitana de Lisboa,170,NUTS-III,123161
2021-03-01,Área Metropolitana de Lisboa,170,NUTS-III,153987
2021-04-01,Área Metropolitana de Lisboa,170,NUTS-III,222261
2021-05-01,Área Metropolitana de Lisboa,170,NUTS-III,397428
2021-06-01,Área Metropolitana de Lisboa,170,NUTS-III,551385
2021-07-01,Área Metropolitana de Lisboa,170,NUTS-III,651841
2021-08-01,Área Metropolitana de Lisboa,170,NUTS-III,1166724
2021-09-01,Área Metropolitana de Lisboa,170,NUTS-III,1056749
2021-10-01,Área Metropolitana de Lisboa,170,NUTS-III,1330915
2021-11-01,Área Metropolitana de Lisboa,170,NUTS-III,1111639
2021-12-01,Área Metropolitana de Lisboa,170,NUTS-III,778611
2022-01-01,Área Metropolitana de Lisboa,170,NUTS-III,545970
2022-02-01,Área Metropolitana de Lisboa,170,NUTS-III,851588
2022-03-01,Área Metropolitana de Lisboa,170,NUTS-III,1207259
2022-04-01,Área Metropolitana de Lisboa,170,NUTS-III,1595713
2022-05-01,Área Metropolitana de Lisboa,170,NUTS-III,1703747
2022-06-01,Área Metropolitana de Lisboa,170,NUTS-III,1752836
2022-07-01,Área Metropolitana de Lisboa,170,NUTS-III,1963373
2022-08-01,Área Metropolitana de Lisboa,170,NUTS-III,2093697
2022-09-01,Área Metropolitana de Lisboa,170,NUTS-III,1871477
2022-10-01,Área Metropolitana de Lisboa,170,NUTS-III,1812208
2022-11-01,Área Metropolitana de Lisboa,170,NUTS-III,1399325
2022-12-01,Área Metropolitana de Lisboa,170,NUTS-III,1186506
2023-01-01,Área Metropolitana de Lisboa,170,NUTS-III,1123648
2023-02-01,Área Metropolitana de Lisboa,170,NUTS-III,1230929
2023-03-01,Área Metropolitana de Lisboa,170,NUTS-III,1576798
2023-04-01,Área Metropolitana de Lisboa,170,NUTS-III,1809425
2023-05-01,Área Metropolitana de Lisboa,170,NUTS-III,1914989
2023-06-01,Área Metropolitana de Lisboa,170,NUTS-III,1825243
2023-07-01,Área Metropolitana de Lisboa,170,NUTS-III,1978727
2023-08-01,Área Metropolitana de Lisboa,170,NUTS-III,2128028
2023-09-01,Área Metropolitana de Lisboa,170,NUTS-III,1987962
2023-10-01,Área Metropolitana de Lisboa,170,NUTS-III,1947186
2023-11-01,Área Metropolitana de Lisboa,170,NUTS-III,1461593
2023-12-01,Área Metropolitana de Lisboa,170,NUTS-III,1253949
2024-01-01,Área Metropolitana de Lisboa,170,NUTS-III,1081474
2024-02-01,Área Metropolitana de Lisboa,170,NUTS-III,1320311
2024-03-01,Área Metropolitana de Lisboa,170,NUTS-III,1718357
2024-04-01,Área Metropolitana de Lisboa,170,NUTS-III,1806796
2024-05-01,Área Metropolitana de Lisboa,170,NUTS-III,2039161
2024-06-01,Área Metropolitana de Lisboa,170,NUTS-III,1920105
2024-07-01,Área Metropolitana de Lisboa,170,NUTS-III,2060353
2024-08-01,Área Metropolitana de Lisboa,170,NUTS-III,2237606
2024-09-01,Área Metropolitana de Lisboa,170,NUTS-III,2028446
2024-10-01,Área Metropolitana de Lisboa,170,NUTS-III,1993507
2024-11-01,Área Metropolitana de Lisboa,170,NUTS-III,1540572
2024-12-01,Área Metropolitana de Lisboa,170,NUTS-III,1277826
2025-01-01,Área Metropolitana de Lisboa,170,NUTS-III,1152736
2025-02-01,Área Metropolitana de Lisboa,170,NUTS-III,1258562
2025-03-01,Área Metropolitana de Lisboa,170,NUTS-III,1669646
2025-04-01,Área Metropolitana de Lisboa,170,NUTS-III,1877765
2025-05-01,Área Metropolitana de Lisboa,170,NUTS-III,2030751
2025-06-01,Área Metropolitana de Lisboa,170,NUTS-III,1927901
2025-07-01,Área Metropolitana de Lisboa,170,NUTS-III,2127344
2025-08-01,Área Metropolitana de Lisboa,170,NUTS-III,2283399
2025-09-01,Área Metropolitana de Lisboa,170,NUTS-III,2047449
2025-10-01,Área Metropolitana de Lisboa,170,NUTS-III,2046907
2025-11-01,Área Metropolitana de Lisboa,170,NUTS-III,1542992
2025-12-01,Área Metropolitana de Lisboa,170,NUTS-III,1304789
2026-01-01,Área Metropolitana de Lisboa,170,NUTS-III,1201495
2026-02-01,Área Metropolitana de Lisboa,170,NUTS-III,1285656
